"Date","Price","Open","High","Low","Change %"
"05/29/2018","125.00","119.40","125.00","119.40","8.52%"
"05/28/2018","115.19","119.38","119.38","115.19","0.02%"
"05/25/2018","115.17","116.96","116.96","115.17","2.86%"
"05/24/2018","111.97","112.60","112.60","111.97","2.45%"
"05/23/2018","109.29","111.64","111.64","109.29","1.84%"
"05/22/2018","107.32","113.09","113.09","107.32","-1.11%"
"05/21/2018","108.53","110.66","110.66","108.53","1.60%"
"05/18/2018","106.82","107.28","107.28","106.82","5.76%"
"05/17/2018","101.00","106.31","106.31","101.00","-2.08%"
"05/16/2018","103.15","104.36","104.36","103.15","1.45%"
"05/15/2018","101.68","103.39","103.39","101.68","0.97%"
"05/14/2018","100.70","104.85","104.85","100.70","-1.20%"
"05/11/2018","101.92","106.30","106.30","101.92","-1.67%"
"05/10/2018","103.65","108.73","108.73","103.65","-1.16%"
"05/09/2018","104.87","108.25","108.25","104.87","0.23%"
"05/08/2018","104.63","108.25","108.25","104.63","0.01%"
"05/07/2018","104.62","108.24","108.24","104.62","0.00%"
"05/04/2018","104.62","109.21","109.21","104.62","-0.93%"
"05/03/2018","105.60","101.44","105.60","101.44","2.40%"
"05/02/2018","103.13","107.27","107.27","103.13","0.00%"
"05/01/2018","103.13","104.36","104.36","103.13","2.94%"
"04/30/2018","100.18","104.36","104.36","100.18","0.00%"
"04/27/2018","100.18","102.90","102.90","100.18","0.73%"
"04/26/2018","99.45","104.85","104.85","99.45","-1.46%"
"04/25/2018","100.92","104.36","104.36","100.92","0.24%"
"04/24/2018","100.68","104.36","104.36","100.68","-0.49%"
"04/23/2018","101.18","104.36","104.36","101.18","0.00%"
"04/20/2018","101.18","105.33","105.33","101.18","-0.48%"
"04/19/2018","101.67","105.82","105.82","101.67","-0.23%"
"04/18/2018","101.90","103.87","103.87","101.90","1.46%"
"04/17/2018","100.43","103.87","103.87","100.43","-0.50%"
"04/16/2018","100.93","105.33","105.33","100.93","-1.20%"
"04/13/2018","102.16","106.30","106.30","102.16","-1.44%"
"04/12/2018","103.65","109.69","109.69","103.65","-2.53%"
"04/11/2018","106.34","109.20","109.20","106.34","0.23%"
"04/10/2018","106.10","109.69","109.69","106.10","-0.69%"
"04/09/2018","106.84","111.13","111.13","106.84","-1.13%"
"04/06/2018","108.06","110.66","110.66","108.06","0.21%"
"04/05/2018","107.83","114.53","114.53","107.83","-2.65%"
"04/04/2018","110.76","114.04","114.04","110.76","0.22%"
"04/03/2018","110.52","113.07","113.07","110.52","0.90%"
"04/02/2018","109.53","113.07","113.07","109.53","0.00%"
"03/30/2018","109.53","109.53","109.53","109.53","0.00%"
"03/29/2018","109.53","114.52","114.52","109.53","-0.66%"
"03/28/2018","110.26","114.52","114.52","110.26","0.45%"
"03/27/2018","109.77","114.52","114.52","109.77","-0.44%"
"03/26/2018","110.26","114.52","114.52","110.26","0.00%"
"03/23/2018","110.26","91.70","110.26","91.70","2.06%"
"03/22/2018","108.03","91.70","108.03","91.70","5.99%"
"03/21/2018","101.92","91.70","101.92","91.70","0.00%"
"03/20/2018","101.92","91.70","101.92","91.70","5.06%"
"03/19/2018","97.01","91.70","97.01","91.70","3.70%"
"03/16/2018","93.55","91.70","93.55","91.70","-1.05%"
"03/15/2018","94.54","91.70","94.54","91.70","1.58%"
"03/14/2018","93.07","91.70","93.07","91.70","1.89%"
"03/13/2018","91.34","91.70","91.70","91.34","2.18%"
"03/12/2018","89.39","91.70","91.70","89.39","-0.82%"
"03/09/2018","90.13","91.70","91.70","90.13","-0.80%"
"03/08/2018","90.86","91.70","91.70","90.86","-4.16%"
"03/07/2018","94.80","91.70","94.80","91.70","-0.51%"
"03/06/2018","95.29","91.70","95.29","91.70","-0.53%"
"03/05/2018","95.80","91.70","95.80","91.70","0.00%"
"03/02/2018","95.80","91.70","95.80","91.70","3.19%"
"03/01/2018","92.84","91.70","92.84","91.70","1.63%"
"02/28/2018","91.35","90.23","91.35","90.23","1.38%"
"02/27/2018","90.11","88.76","90.11","88.76","0.82%"
"02/26/2018","89.38","90.23","90.23","89.38","-2.97%"
"02/23/2018","92.12","88.76","92.12","88.76","1.93%"
"02/22/2018","90.38","87.78","90.38","87.78","2.25%"
"02/21/2018","88.39","88.27","88.39","88.27","-0.27%"
"02/20/2018","88.63","86.32","88.63","86.32","1.70%"
"02/19/2018","87.15","84.85","87.15","84.85","0.83%"
"02/16/2018","86.43","86.80","86.80","86.43","-1.67%"
"02/15/2018","87.90","87.29","87.90","87.29","-1.39%"
"02/14/2018","89.14","90.71","90.71","89.14","-3.48%"
"02/13/2018","92.35","87.28","92.35","87.28","3.03%"
"02/12/2018","89.63","88.75","89.63","88.75","-1.38%"
"02/09/2018","90.88","84.84","90.88","84.84","6.42%"
"02/08/2018","85.40","78.45","85.40","78.45","5.80%"
"02/07/2018","80.72","79.45","80.72","79.45","-1.24%"
"02/06/2018","81.73","76.49","81.73","76.49","3.13%"
"02/05/2018","79.25","75.52","79.25","75.52","1.29%"
"02/02/2018","78.24","74.06","78.24","74.06","1.58%"
"02/01/2018","77.02","77.28","77.28","77.02","-0.34%"
"01/31/2018","77.28","75.53","77.28","75.53","-1.26%"
"01/30/2018","78.27","74.54","78.27","74.54","-2.16%"
"01/29/2018","80.00","80.00","80.00","80.00","1.27%"
"01/26/2018","79.00","79.00","79.00","79.00","-1.25%"
"01/25/2018","80.00","80.00","80.00","80.00","0.00%"
"01/24/2018","80.00","80.00","80.00","80.00","2.87%"
"01/23/2018","77.77","75.53","77.77","75.53","-0.63%"
"01/22/2018","78.26","78.26","78.26","78.26","0.31%"
"01/19/2018","78.02","75.54","78.02","75.54","-0.94%"
"01/18/2018","78.76","83.89","83.89","78.76","0.63%"
"01/17/2018","78.27","83.89","83.89","78.27","0.94%"
"01/16/2018","77.54","83.89","83.89","77.54","-4.85%"
"01/15/2018","81.49","83.89","83.89","81.49","-2.07%"
"01/12/2018","83.21","83.89","83.89","83.21","-0.86%"
"01/11/2018","83.93","86.34","86.34","83.93","-1.44%"
"01/10/2018","85.16","85.84","85.84","85.16","0.29%"
"01/09/2018","84.91","85.36","85.36","84.91","0.86%"
"01/08/2018","84.19","83.41","84.19","83.41","1.18%"
"01/05/2018","83.21","82.44","83.21","82.44","0.60%"
"01/04/2018","82.71","83.90","83.90","82.71","-2.06%"
"01/03/2018","84.45","86.83","86.83","84.45","-2.27%"
"01/02/2018","86.41","86.84","86.84","86.41","0.00%"
"01/01/2018","86.41","86.83","86.83","86.41","0.00%"
"12/29/2017","86.41","86.84","86.84","86.41","0.58%"
"12/28/2017","85.91","85.91","85.91","85.91","-0.59%"
"12/27/2017","86.42","86.84","86.84","86.42","0.00%"
"12/26/2017","86.42","86.84","86.84","86.42","0.01%"
"12/25/2017","86.41","86.83","86.83","86.41","0.00%"
"12/22/2017","86.41","86.84","86.84","86.41","0.00%"
"12/21/2017","86.41","86.83","86.83","86.41","0.01%"
"12/20/2017","86.40","86.83","86.83","86.40","0.00%"
"12/19/2017","86.40","86.84","86.84","86.40","-0.02%"
"12/18/2017","86.42","86.84","86.84","86.42","-0.58%"
"12/15/2017","86.92","86.84","86.92","86.84","0.00%"
"12/14/2017","86.92","86.36","86.92","86.36","0.28%"
"12/13/2017","86.68","86.35","86.68","86.35","0.01%"
"12/12/2017","86.67","86.36","86.67","86.36","-0.01%"
"12/11/2017","86.68","86.85","86.85","86.68","-0.28%"
"12/08/2017","86.92","87.33","87.33","86.92","-0.84%"
"12/07/2017","87.66","87.82","87.82","87.66","-0.28%"
"12/06/2017","87.91","86.85","87.91","86.85","1.14%"
"12/05/2017","86.92","86.91","87.82","86.91","0.01%"
"12/04/2017","86.91","89.30","89.30","89.30","-1.41%"
"12/01/2017","88.15","88.80","88.80","88.15","0.28%"
"11/30/2017","87.90","88.31","88.31","87.90","-0.28%"
"11/29/2017","88.15","90.26","90.26","88.15","-1.10%"
"11/28/2017","89.13","90.75","90.75","89.13","-0.82%"
"11/27/2017","89.87","90.26","90.26","89.87","-0.29%"
"11/24/2017","90.13","92.21","92.21","90.13","-1.60%"
"11/23/2017","91.60","93.67","93.67","91.60","-1.33%"
"11/22/2017","92.83","93.67","93.67","92.83","-0.54%"
"11/21/2017","93.33","94.65","94.65","93.33","-1.05%"
"11/20/2017","94.32","95.62","95.62","94.32","-1.04%"
"11/17/2017","95.31","97.08","97.08","95.31","-1.27%"
"11/16/2017","96.54","98.05","98.05","96.54","-0.49%"
"11/15/2017","97.02","98.54","98.54","97.02","-0.26%"
"11/14/2017","97.27","98.05","98.05","97.27","0.26%"
"11/13/2017","97.02","96.59","97.02","96.59","0.76%"
"11/10/2017","96.29","95.62","96.29","95.62","0.51%"
"11/09/2017","95.80","94.64","95.80","94.64","1.03%"
"11/08/2017","94.82","94.65","94.82","94.65","0.00%"
"11/07/2017","94.82","95.13","95.13","94.82","0.26%"
"11/06/2017","94.57","94.64","94.64","94.57","0.27%"
"11/03/2017","94.32","94.16","94.32","94.16","0.79%"
"11/02/2017","93.58","94.65","94.65","93.58","0.27%"
"11/01/2017","93.33","94.65","94.65","93.33","-1.57%"
"10/31/2017","94.82","97.57","97.57","94.82","-1.52%"
"10/30/2017","96.28","98.54","98.54","96.28","-1.52%"
"10/27/2017","97.77","99.51","99.51","97.77","-0.99%"
"10/26/2017","98.75","101.45","101.45","98.75","-1.96%"
"10/25/2017","100.72","101.94","101.94","100.72","0.00%"
"10/24/2017","100.72","101.45","101.45","100.72","0.00%"
"10/23/2017","100.72","101.94","101.94","100.72","-0.74%"
"10/20/2017","101.47","105.82","105.82","101.47","-1.88%"
"10/19/2017","103.41","103.39","103.41","103.39","1.20%"
"10/18/2017","102.18","103.39","103.39","102.18","-0.01%"
"10/17/2017","102.19","104.85","104.85","102.19","-1.19%"
"10/16/2017","103.42","104.85","104.85","103.42","0.00%"
"10/13/2017","103.42","104.85","104.85","103.42","-0.48%"
"10/12/2017","103.92","105.82","105.82","103.92","0.00%"
"10/11/2017","103.92","105.82","105.82","103.92","-0.47%"
"10/10/2017","104.41","106.30","106.30","104.41","0.24%"
"10/09/2017","104.16","106.30","106.30","104.16","-0.47%"
"10/06/2017","104.65","104.85","104.85","104.65","1.19%"
"10/05/2017","103.42","105.82","105.82","103.42","-0.46%"
"10/04/2017","103.90","104.85","104.85","103.90","0.46%"
"10/03/2017","103.42","105.82","105.82","103.42","-0.46%"
"10/02/2017","103.90","105.82","105.82","103.90","-0.49%"
"09/29/2017","104.41","107.76","107.76","104.41","-1.85%"
"09/28/2017","106.38","108.72","108.72","106.38","0.00%"
"09/27/2017","106.38","108.72","108.72","106.38","-0.91%"
"09/26/2017","107.36","107.36","107.36","107.36","0.23%"
"09/25/2017","107.11","108.24","108.24","107.11","0.46%"
"09/22/2017","106.62","107.27","107.27","106.62","0.93%"
"09/21/2017","105.64","106.30","106.30","105.64","0.47%"
"09/20/2017","105.15","111.07","111.07","105.15","3.15%"
"09/19/2017","101.94","105.35","105.35","101.94","-0.71%"
"09/18/2017","102.67","107.30","107.30","102.67","-1.89%"
"09/15/2017","104.65","107.78","107.78","104.65","-0.23%"
"09/14/2017","104.89","107.29","107.29","104.89","0.00%"
"09/13/2017","104.89","107.29","107.29","104.89","-0.25%"
"09/12/2017","105.15","108.26","108.26","105.15","0.01%"
"09/11/2017","105.14","108.26","108.26","105.14","-0.93%"
"09/08/2017","106.13","108.26","108.26","106.13","0.00%"
"09/07/2017","106.13","110.21","110.21","106.13","-1.37%"
"09/06/2017","107.60","110.20","110.20","107.60","0.01%"
"09/05/2017","107.59","111.17","111.17","107.59","-0.91%"
"09/04/2017","108.58","110.20","110.20","108.58","0.91%"
"09/01/2017","107.60","111.66","111.66","107.60","-1.58%"
"08/31/2017","109.33","107.78","109.33","107.78","1.81%"
"08/30/2017","107.39","110.22","110.22","107.39","-1.57%"
"08/29/2017","109.10","107.79","109.10","107.79","1.82%"
"08/28/2017","107.15","107.79","107.79","107.15","-0.22%"
"08/25/2017","107.39","108.28","108.28","107.39","-0.69%"
"08/24/2017","108.14","107.30","108.14","107.30","-0.44%"
"08/23/2017","108.62","107.30","108.62","107.30","1.37%"
"08/22/2017","107.15","107.79","107.79","107.15","0.00%"
"08/21/2017","107.15","107.79","107.79","107.15","0.24%"
"08/18/2017","106.89","107.78","107.78","106.89","0.47%"
"08/17/2017","106.39","106.81","106.81","106.39","0.46%"
"08/16/2017","105.90","105.90","105.90","105.90","-0.70%"
"08/15/2017","106.65","108.27","108.27","106.65","0.00%"
"08/14/2017","106.65","108.27","108.27","106.65","-0.91%"
"08/11/2017","107.63","108.27","108.27","107.63","0.00%"
"08/10/2017","107.63","105.35","107.63","105.35","1.40%"
"08/09/2017","106.14","105.35","106.14","105.35","1.89%"
"08/08/2017","104.17","104.38","104.38","104.17","0.96%"
"08/07/2017","103.18","102.92","103.18","102.92","1.70%"
"08/04/2017","101.46","102.43","102.43","101.46","0.25%"
"08/03/2017","101.21","102.43","102.43","101.21","-0.49%"
"08/02/2017","101.71","102.43","102.43","101.71","0.00%"
"08/01/2017","101.71","102.43","102.43","101.71","0.00%"
"07/31/2017","101.71","100.00","101.71","100.00","1.71%"
"07/28/2017","100.00","100.00","100.00","100.00","0.00%"
"07/27/2017","100.00","100.00","100.00","100.00","0.00%"
"07/26/2017","100.00","100.00","100.00","100.00","0.00%"
"07/25/2017","100.00","99.02","100.00","99.02","0.49%"
"07/24/2017","99.51","98.05","99.51","98.05","0.49%"
"07/21/2017","99.02","98.05","99.02","98.05","0.00%"
"07/20/2017","99.02","98.05","99.02","98.05","-0.50%"
"07/19/2017","99.52","100.97","100.97","99.52","-1.93%"
"07/18/2017","101.48","100.97","101.48","100.97","-0.49%"
"07/17/2017","101.98","100.97","101.98","100.97","0.00%"
"07/14/2017","101.98","102.43","102.43","101.98","0.01%"
"07/13/2017","101.97","102.43","102.43","101.97","-0.72%"
"07/12/2017","102.71","103.89","103.89","102.71","-0.71%"
"07/11/2017","103.44","101.94","103.44","101.94","0.95%"
"07/10/2017","102.47","102.92","102.92","102.47","-0.96%"
"07/07/2017","103.46","101.94","103.46","101.94","1.46%"
"07/06/2017","101.97","100.97","101.97","100.97","0.48%"
"07/05/2017","101.48","100.00","101.48","100.00","0.48%"
"07/04/2017","101.00","98.04","101.00","98.04","0.50%"
"07/03/2017","100.50","99.52","100.50","98.04","0.98%"
"06/30/2017","99.52","98.04","98.04","98.04","0.51%"
"06/29/2017","99.02","97.07","99.02","97.07","-0.01%"
"06/28/2017","99.03","96.09","99.03","96.09","1.01%"
"06/27/2017","98.04","97.56","98.04","97.56","0.27%"
"06/26/2017","97.78","100.97","100.97","97.78","-2.20%"
"06/23/2017","99.98","103.89","103.89","99.98","-2.88%"
"06/22/2017","102.94","102.94","102.94","102.94","-1.41%"
"06/21/2017","104.41","105.83","105.83","104.41","0.00%"
"06/20/2017","104.41","103.89","104.41","103.89","0.45%"
"06/19/2017","103.94","105.83","105.83","103.94","-0.92%"
"06/16/2017","104.91","105.83","105.83","104.91","-0.01%"
"06/15/2017","104.92","104.37","104.92","104.37","0.71%"
"06/14/2017","104.18","104.37","104.37","104.18","-0.01%"
"06/13/2017","104.19","106.81","106.81","104.19","-2.08%"
"06/12/2017","106.40","108.26","108.26","106.40","-1.14%"
"06/09/2017","107.63","109.23","109.23","107.63","-1.36%"
"06/08/2017","109.11","110.69","110.69","109.11","-1.11%"
"06/07/2017","110.34","112.63","112.63","110.34","-1.31%"
"06/06/2017","111.81","112.63","112.63","111.81","-0.01%"
"06/05/2017","111.82","112.64","112.64","111.82","0.01%"
"06/02/2017","111.81","112.63","112.63","111.81","-0.01%"
"06/01/2017","111.82","112.64","112.64","111.82","0.01%"
"05/31/2017","111.81","112.64","112.64","111.81","0.00%"
"05/30/2017","111.81","110.83","111.81","110.83","0.88%"
"05/29/2017","110.83","110.83","110.83","110.83","0.01%"
"05/26/2017","110.82","110.34","110.82","110.34","0.44%"
"05/25/2017","110.34","110.34","110.34","110.34","-0.89%"
"05/24/2017","111.33","110.70","111.33","110.70","0.43%"
"05/23/2017","110.85","112.64","112.64","110.85","-1.31%"
"05/22/2017","112.32","113.61","113.61","112.32","-0.87%"
"05/19/2017","113.31","115.55","115.55","113.31","-1.27%"
"05/18/2017","114.77","115.55","115.55","114.77","0.45%"
"05/17/2017","114.26","111.67","114.26","111.67","2.17%"
"05/16/2017","111.83","113.61","113.61","111.83","-1.30%"
"05/15/2017","113.30","116.51","116.51","113.30","-1.26%"
"05/12/2017","114.75","114.57","114.75","114.57","0.84%"
"05/11/2017","113.79","114.58","114.58","113.79","0.01%"
"05/10/2017","113.78","114.57","114.57","113.78","0.00%"
"05/09/2017","113.78","115.55","115.55","113.78","-1.29%"
"05/08/2017","115.27","116.52","116.52","115.27","-1.28%"
"05/05/2017","116.77","117.50","117.50","116.77","-0.84%"
"05/04/2017","117.76","124.26","124.26","117.76","-2.02%"
"05/03/2017","120.19","124.26","124.26","120.19","-2.01%"
"05/02/2017","122.66","124.26","124.26","122.66","-1.18%"
"05/01/2017","124.13","124.26","124.26","124.13","0.00%"
"04/28/2017","124.13","126.18","126.18","124.13","-1.54%"
"04/27/2017","126.07","127.15","127.15","126.07","-0.40%"
"04/26/2017","126.57","130.06","130.06","126.57","-2.29%"
"04/25/2017","129.54","133.41","133.41","129.54","-2.41%"
"04/24/2017","132.74","141.63","141.63","132.74","-5.06%"
"04/21/2017","139.82","143.53","143.53","139.82","-0.72%"
"04/20/2017","140.84","143.53","143.53","140.84","-0.33%"
"04/19/2017","141.30","143.53","143.53","141.30","-0.67%"
"04/18/2017","142.26","143.54","143.54","142.26","0.35%"
"04/17/2017","141.77","143.54","143.54","141.77","0.00%"
"04/14/2017","141.77","143.54","143.54","141.77","0.01%"
"04/13/2017","141.75","143.04","143.04","141.75","0.50%"
"04/12/2017","141.04","143.04","143.04","141.04","-0.34%"
"04/11/2017","141.52","141.63","141.63","141.52","1.22%"
"04/10/2017","139.81","139.70","139.81","139.70","1.07%"
"04/07/2017","138.33","139.71","139.71","138.33","-0.01%"
"04/06/2017","138.34","141.63","141.63","138.34","-0.01%"
"04/05/2017","138.35","141.63","141.63","138.35","-1.02%"
"04/04/2017","139.78","140.63","140.63","139.78","0.34%"
"04/03/2017","139.30","136.79","139.30","136.79","0.87%"
"03/31/2017","138.10","136.79","138.10","136.79","0.36%"
"03/30/2017","137.61","136.79","137.61","136.79","0.54%"
"03/29/2017","136.87","136.79","136.87","136.79","-0.01%"
"03/28/2017","136.88","138.75","138.75","136.88","-1.06%"
"03/27/2017","138.35","138.73","138.73","138.35","-0.37%"
"03/24/2017","138.87","144.54","144.54","138.87","-0.69%"
"03/23/2017","139.84","144.54","144.54","139.84","-2.71%"
"03/22/2017","143.74","144.06","144.06","143.74","0.15%"
"03/21/2017","143.53","141.07","145.47","141.07","-1.18%"
"03/20/2017","145.25","141.07","145.25","141.07","3.82%"
"03/17/2017","139.90","141.76","141.76","139.90","-1.05%"
"03/16/2017","141.38","143.20","143.20","141.38","-1.18%"
"03/15/2017","143.07","144.66","144.66","143.07","-0.52%"
"03/14/2017","143.82","141.82","143.82","141.82","1.02%"
"03/13/2017","142.37","141.82","142.37","141.82","0.30%"
"03/10/2017","141.94","145.63","145.63","141.94","-1.02%"
"03/09/2017","143.40","145.63","145.63","143.40","0.04%"
"03/08/2017","143.34","141.75","143.34","141.75","1.40%"
"03/07/2017","141.36","143.71","143.71","141.36","-0.70%"
"03/06/2017","142.35","142.73","142.73","142.35","0.31%"
"03/03/2017","141.91","145.68","145.68","141.91","-0.35%"
"03/02/2017","142.41","145.68","145.68","142.41","-2.04%"
"03/01/2017","145.37","149.51","149.51","145.37","-1.31%"
"02/28/2017","147.30","149.51","149.51","147.30","-1.63%"
"02/27/2017","149.74","150.93","150.93","149.74","-0.47%"
"02/24/2017","150.44","148.53","150.44","148.53","1.14%"
"02/23/2017","148.75","149.06","149.06","148.75","-0.16%"
"02/22/2017","148.99","148.07","148.99","148.07","0.30%"
"02/21/2017","148.55","148.12","148.55","148.12","0.00%"
"02/20/2017","148.55","148.12","148.55","148.12","0.36%"
"02/17/2017","148.02","147.12","148.02","147.12","0.33%"
"02/16/2017","147.54","144.24","147.54","144.24","1.32%"
"02/15/2017","145.62","146.19","146.19","145.62","-1.34%"
"02/14/2017","147.60","146.19","147.60","146.19","0.33%"
"02/13/2017","147.11","150.07","150.07","147.11","-1.97%"
"02/10/2017","150.06","147.16","150.06","147.16","2.03%"
"02/09/2017","147.08","146.17","147.08","146.17","-0.29%"
"02/08/2017","147.51","146.17","147.51","146.17","0.98%"
"02/07/2017","146.08","143.74","146.08","143.74","0.84%"
"02/06/2017","144.86","140.36","144.86","140.36","1.53%"
"02/03/2017","142.68","141.34","142.68","141.34","-0.67%"
"02/02/2017","143.64","142.81","143.64","142.81","-0.88%"
"02/01/2017","144.91","145.21","145.21","144.91","-0.47%"
"01/31/2017","145.60","145.17","145.60","145.17","0.34%"
"01/30/2017","145.11","145.17","145.17","145.11","0.36%"
